hospital_id,hospital_name,address,district_id,pincode,latitude,longitude,mco_contact_number,total_beds,hospital_type
20380,Asanangre PHC,"Asanangre Phc, East Garo Hills, Meghalaya, 794002",330.0,794002.0,25.6184946,90.6342162,0,,
20381,Babadam PHC,"Babadam Phc, East Garo Hills, Meghalaya, 794002",330.0,794002.0,25.6184946,90.6342162,0,,
20382,Ganeshdashospital,"Lawmali, East Khasi Hills, Meghalaya, 793001",334.0,793001.0,25.4023736,91.8317178,0,,
20383,Dr. H. Gordon Robert Hospital (Khasi-Jaintia Presbyterian),"Jaiaw, Shillong, East Khasi Hills, Meghalaya, 793002",334.0,793002.0,25.4023736,91.8317178,0,,
20384,R.P. Chest Hospital,"Jhalupara, Upper Mawprem,, East Khasi Hills, Meghalaya, 793002",334.0,793002.0,25.4023736,91.8317178,0,,
20385,Bansara Eye Care Centre,"Lady Veronica Path, Laitumkhrah, Shillong, East Khasi Hills, Meghalaya, 793003",334.0,793003.0,25.4023736,91.8317178,0,,
20386,Super Care Medical andSuper Speciality Centere,"Lummawrie Laitumkhrah Shilong, East Khasi Hills, Meghalaya, 793003",334.0,793003.0,25.4023736,91.8317178,0,,
20387,Wood Land Hospital,"Dhankheti Shillong, East Khasi Hills, Meghalaya, 793003",334.0,793003.0,25.4023736,91.8317178,0,,
20388,Civilhospitalshilong,"Laban, East Khasi Hills, Meghalaya, 793004",334.0,793004.0,25.4023736,91.8317178,0,,
20389,Khasi Jaintia Presbytarian Synod Hospital,"Jowai, Jaintia Hills, Jaiaw, East Khasi Hills, Meghalaya, 793005",334.0,793005.0,25.4023736,91.8317178,0,,
20390,Laitlyngkot PHC,"Laitlyngkot Village, East Khasi Hills, Meghalaya, 793011",334.0,793011.0,25.4023736,91.8317178,0,,
20391,Neigrihms,"Mawdiangdiang,Shillong, East Khasi Hills, Meghalaya, 793012",334.0,793012.0,25.4023736,91.8317178,0,,
20392,Mawlong PHC,"Mawlong Village, East Khasi Hills, Meghalaya, 793015",334.0,793015.0,25.4023736,91.8317178,0,,
20393,Diengpasoh PHC,"Diengpasoh Village, East Khasi Hills, Meghalaya, 793018",334.0,793018.0,25.4023736,91.8317178,0,,
20394,Dangar PHC,"Dangar Village, East Khasi Hills, Meghalaya, 793106",334.0,793106.0,25.4023736,91.8317178,0,,
20395,Laitkynsew PHC,"Laitkynsew Village, East Khasi Hills, Meghalaya, 793108",334.0,793108.0,25.4023736,91.8317178,0,,
20396,Mawsahew PHC,"Mawsahew Village, East Khasi Hills, Meghalaya, 793111",334.0,793111.0,25.4023736,91.8317178,0,,
20397,"Nongtalang, Chc","Nongtalang, Jaintia Hills, Meghalaya, 793109",335.0,793109.0,25.5,92.25,0,,
20398,Sutnga Chc,"Sutnga, Jaintia Hills, Meghalaya, 793109",335.0,793109.0,25.5,92.25,0,,
20399,Laskein Chc,"Laskein, Jaintia Hills, Meghalaya, 793150",335.0,793150.0,25.5,92.25,0,,
20400,Ummulong Chc,"Ummulong, Jaintia Hills, Meghalaya, 793151",335.0,793151.0,25.5,92.25,0,,
