hospital_id,hospital_name,address,district_id,pincode,latitude,longitude,mco_contact_number,total_beds,hospital_type
2687,CHC Bhairamgarh,,564.0,494444.0,19.0100236,81.0616662,0,,
2688,Dist Hospital Bijapur,,564.0,494444.0,18.7977099,80.8128636,0,,
2689,PHC Bhopalpatnam,,564.0,494446.0,18.8612236,80.3825668,0,,
2690,CHC Usoor,,564.0,494447.0,16.8301708,75.710031,0,,
11537,Allamaprabhu Hi-Tech Hospital,"Patel Layout,Station Road, Bagalkot, Karnataka, 587101",563.0,587101.0,13.0386153,77.5923759,0,,
11538,Baragi Hospital,"Near Durga Vihar, Rajiv Ghandhi Rd, Bagalkot, Karnataka, 587101",563.0,587101.0,17.4644611,78.5031095,0,,
11539,Bhadra Nursing Home,"Gandhi Nagar, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1725355,75.6557206,0,,
11540,Daddenevar Hospital And Research Centre,"Near Rural Police Station Laxminagar Extension, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11541,Dandin Hospital,"Extension Area,Near Lion's School, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11542,Dhanush Hospital,"Mahaveer Road,Near Durga Vihar Extn Area, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11543,Dr. V.N.Joshi Memorial Hospital,,563.0,587101.0,16.1725355,75.6557206,0,,
11544,Kerudi Hospital And Research Centre,"Extension Area Opp Axis Bank, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11545,Mane Hospital and Research Centre,"Near Railwaystation, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1725355,75.6557206,0,,
11546,Nagathan Maternity and Surgical Hospital,"OppositeDurgha Vihar, Near Railway Station, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11547,Patil Medi-Care Multispeciality Hospital,"OppositeSiddarameshwar Kalyan Mantap,Near Water Tank, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11548,S N Mc and H S K Hospital,,563.0,587101.0,16.1725355,75.6557206,0,,
11549,Shanthi Hospital,"166 A/1A, Near Old I.B, Extension Area, Bagalkot, Karnataka, 587101",563.0,587101.0,23.7446955,90.3679297,0,,
11550,Shri Venkateswara Hospital,"Shabadhi Layout, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1725355,75.6557206,0,,
11551,Telsang Maternity and Children Hospital,"Opposite Rural Police Station Laxmi Nagar, Main Road, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11552,Tulasigirish Diabetes Hospital,"Near Durga Vihar , Mahaveer Road, Bagalkot, Karnataka, 587101",563.0,587101.0,28.5962004,77.0731176,0,,
11553,Vittal Hospital,"Behind Food Basket Extension Area, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11554,Yogappanavar Medical Nursing Home,"Opposite Lion`S School, Extension, Bagalkot, Karnataka, 587101",563.0,587101.0,16.1793224,75.6999315,0,,
11555,Dist Hospital,"#11, Navanagar, Dist Hospital, Bagalkot, Karnataka, 587102",563.0,587102.0,16.1659578,75.6615946,0,,
11556,Hanagal Shri Kumareshwar Hospital,"Navanagar Navanagar, Bagalkot, Karnataka, 587102",563.0,587102.0,16.1575876,75.6469934,0,,
11557,S Nijalingappa Medical College and Hsk Hospital and Research Center,"Navanagar, Bagalkot, Karnataka, 587102",563.0,587102.0,16.1575876,75.6469934,0,,
11558,Dr. Gururaj K. Kakhandki Maternity and Nursing Home,"District  , Ilkal, Bagalkot, Karnataka, 587125",563.0,587125.0,15.9563219,76.1145993,0,,
11559,Kathare Nursing Home,"Mahentesh Talkies Road Ilkal 587125 Dist Bijapur, Bagalkot, Karnataka, 587125",563.0,587125.0,16.8301708,75.710031,0,,
11560,Mahanthesh Multi Speciality Hospital,"Opp I.B Near V.C Akki Smaraba Sangha, Joshi Galli, Illkal, Bagalkot, Karnataka, 587125",563.0,587125.0,16.1793224,75.6999315,0,,
11561,R P K Ayurvedic Hospital,"Ilkal, Bagalkot, Karnataka, 587125",563.0,587125.0,15.9563219,76.1145993,0,,
11562,Shri S S Kadapatti Memorial Hospital,"Joshi Galli, Ilkal, Bagalkot, Karnataka, 587125",563.0,587125.0,15.9563219,76.1145993,0,,
11563,Srinivas Netralaya,"Near Bus Stand, C.M. Sudi Complex, Ilkal, Bagalkot, Karnataka, 587125",563.0,587125.0,15.9563219,76.1145993,0,,
11564,R.G. Karudaga Matt Memorial Nursing Home,"Tippunagar Station Rd, Badami, Bagalkot, Karnataka, 587201",563.0,587201.0,15.918622,75.676082,0,,
11565,Dhanvantri Hospital,"Chanamma Nagar, Near Basaveshwara Circle, Jamakhandi, Bagalkot, Karnataka, 587301",563.0,587301.0,16.1793224,75.6999315,0,,
11566,Dr Veeranagouda Basana Gouda Nursing Home,"Senior Specialist Dy C M O Dr Patil`Sbuilding Opp Govt Hospital Motibagh Gali, Bagalkot, Karnataka, 587301",563.0,587301.0,16.1793224,75.6999315,0,,
11567,Gurukrupa Nursing Home,"Ambedkar Circle Bijapur Road Jamkhandi, Bagalkot, Karnataka, 587301",563.0,587301.0,16.5066077,75.2923992,0,,
